id;text;feature;user;sentiment;create_at;source;geo;coordinates;hashtags;mentions
2478186;procurando aq quem pediu sua opinião hashtag hashtag url;;flw_gisela;-1;22/08/2016 00:14;iPhone;;;CerimoniaDeEncerramento Rio2016 ;
2476006;se for mostrar tudo que é patrimônio histórico do brasil, a gente só acaba em 2020 ??? hashtag hashtag;;curvascinating;-1;22/08/2016 00:11;Android;;;CerimoniaDeEncerramento Rio2016 ;
2472108;ainda bemque não chamaram a milk hashtag hashtag;;reginacasebre;-1;22/08/2016 00:06;iPhone;;;Rio2016 CerimôniaDeAbertura ;
2466340;grandes bosta o tênis do reino unido. hashtag url;;LeilaGermano;-1;21/08/2016 23:58;iPhone;;;Rio2016 ;
2461441;prevejo a galera entrando em depressao com o fim das olimpiadas hashtag hashtag;;Karlo_Jose8;-1;21/08/2016 23:53;Android;;;CerimoniaDeEncerramento Rio2016 ;
2446794;até o céu está chorando que as olimpíadas acabaram, com ele os feriados longos :( hashtag hashtag;;vilorri;-1;21/08/2016 23:37;Android;;;Rio2016 encerramentodasolimpiadas ;
2446451;tag_user tirou foto com o boy de tonga e eu não... hashtag hashtag hashtag url;;luhh_ferreira;-1;21/08/2016 23:37;Android;;;chatiada CerimoniaDeEncerramento Rio2016 ;arthurnory 
2438495;acaba não olimpíadas mais tarde a minha mãe de leva em casa hashtag hashtag hashtag;;thaynacardosoc;-1;21/08/2016 23:29;Android;;;Rio2016 CerimoniaDeEncerramento RiotoTokyo ;
2434414;cala boca glória e galvão, o celular tá registrando esse último momento da hashtag sabem de nada.. ??;;brendogabriel_;-1;21/08/2016 23:24;Android;;;Rio2016 ;
2429054;rt tag_user a hashtag é a cerimônia de abertura das investigações e constatações da grana desviada e suja;;prmaduro;-1;21/08/2016 23:18;Android;;;CerimoniaDeEncerramento Rio2016 ;luisdisousa 
2422132;a segunda parte do hino que ninguém sabe hahaha hashtag;;CrisLutiis;-1;21/08/2016 23:12;iPhone;;;Rio2016 ;
2418336;imagina essas bolas de vidro cai? que nervoso de malabarismo hashtag hashtag hashtag;;purainsanidade;-1;21/08/2016 23:09;iPhone;;;CerimôniaDeEncerramento Rio2016 ClosingCeremony ;
2415634;maracanã vazio e eu sem ingresso! hashtag hashtag;;acatariiina;-1;21/08/2016 23:07;Android;;;Rio2016 Encerramento ;
2406949;14 bis. chupa irmãos wright. hashtag;;AndreV_;-1;21/08/2016 23:01;Android;;;Rio2016 ;
2405304;só esses dias quase enfartei com o futebol e o vôlei, me preparando agora para cerimônia de encerramento hashtag hashtag;;Chloe_Sinceraa;-1;21/08/2016 22:58;iPhone;;;Rio2016 CerimôniaDeEncerramento ;
2403505;hashtag hashtag hashtag o brasil não terá um desempenho melhor no esporte enquanto o dinheiro do esporte não for bem investido e enquanto;;guimarques1985;-1;21/08/2016 22:54;Twitter Web Client;;;Brasil Esportes Rio2016 ;
2402423;hashtag já estamos com saudades ? hashtag;;Lailaalmeida;-1;21/08/2016 22:52;iPhone;;;rio2016 RiotoTokyo ;
2402216;tag_user tag_user falam das olimpíadas mas escondem o drama da hashtag hashtag hashtag hashtag;;Klebao;-1;21/08/2016 22:51;iPhone;;;paraolimpiadas rio2016 coi brazil ;RedeGlobo showdavida 
2400787;eu não quero a hashtag eu não quero que acabe hashtag ? hashtag hashtag;;JosyMendesp;-1;21/08/2016 22:46;Android;;;CerimôniaDeEncerramento Rio2016 JogosOlimpicos RiotoTokyo ;
2386594;se eu pudesse eu jogava uma bomba nessa tag_user pra acabar c essa empresa de bosta! hashtag hashtag;;Fabililica;-1;21/08/2016 21:17;Android;;;FaltaDeLuz Rio2016 ;amplaenergia 
2383339;ventando muito forte. são os deuses olímpicos revoltosos com o fim da olimpíada hashtag;;anamzt;-1;21/08/2016 20:57;Hootsuite;;;Rio2016 ;
2375959;rt tag_user morto url;;edsonguidoni;-1;21/08/2016 20:17;TweetDeck;;;;limaalef 
2371677;rt tag_user acabou a olimpíada hashtag hashtag url;;Peu_almeiida;-1;21/08/2016 19:54;Android;;;CerimôniaDeEncerramento Rio2016 ;bonitindemais 
2360642;massa demais ver os comentaristas da sportv, ex-jogadores chorando ao vivo!! hashtag esporte é foda!;;BerRL;-1;21/08/2016 19:10;Twitter Web Client;;;Rio2016 ;
2353873;não quero que acaba não. hashtag hashtag;;LucianooMartins;-1;21/08/2016 18:59;Android;;;Rio2016 RiotoTokyo ;
2352879;além de golpista, a folha é imbecil. parabéns. url;;AlefySoares;-1;21/08/2016 18:58;iPhone;;;;
2333577;a gente tá se despedindo da olimpíada e do serginho. como proceder? ? hashtag hashtag;;estefanepadilha;-1;21/08/2016 18:40;iPhone;;;Rio2016 Voleibol ;
2315752;chorei sim url;;nunnotario;-1;21/08/2016 18:22;Android;;;;
2308652;charts nao significam talento url;;behindtheesea;-1;21/08/2016 18:17;iPhone;;;;
2308246;vai tomar no seu cu kkkkkkkkkkkkkkkk url;;Iucasribeiro;-1;21/08/2016 18:17;Android;;;;
2302965;chupa coliseu aqui é maracanã hashtag hashtag hashtag hashtag;;Mantoteca;-1;21/08/2016 18:14;iPhone;;;BRA ouro volei Rio2016 ;
2301587;chupa ferrari, aqui é kombi hashtag hashtag hashtag hashtag;;Desinstalei;-1;21/08/2016 18:13;Android;;;Voleibol Rio2016 ITA Bra ;
2299851;ih chegou a tag_user pra acabar com a festa vou fingir que nem vi url;;pnnnylane;-1;21/08/2016 18:13;iPhone;;;;folha 
2298702;chupa as minhas bolas de macaco azul filho da puta url;;Riscado_jv;-1;21/08/2016 18:12;Android;;;;
2287149;chupa itália!!!! é oooourooo! hashtag hashtag hashtag hashtag;;uaiquel;-1;21/08/2016 18:07;Twitter Web Client;;;Bra Voleibol Rio2016 Ouro ;
2283468;sai capeta url;;GuDms;-1;21/08/2016 18:06;Android;;;;
2282779;caralho a folha é um porre url;;karliekIossed;-1;21/08/2016 18:06;Twitter Web Client;;;;
2278972;fooooooooooda-se url;;brinkode;-1;21/08/2016 18:04;iPhone;;;;
2275432;rt tag_user cala a tua boca folha azeda do caralho vai botar água na cerveja da tua mãe url;;nayhenriques;-1;21/08/2016 18:03;Android;;;;choracuica 
2272568;rala peito coliseu aqui é pelourinho hashtag hashtag hashtag;;geraldopcjunior;-1;21/08/2016 18:02;Windows Phone;;;bra voleibol rio2016 ;
2259256;quer desafiar não to entendendo mexeu com os br vai voltar pra itália ardendo hashtag hashtag hashtag;;Bentoliver;-1;21/08/2016 17:57;Twitter Web Client;;;Voleibol Rio2016 Ouro ;
2255750;esse uniforme do brasil e horrível kkk hashtag hashtag;;IagoAndrads;-1;21/08/2016 17:55;iPhone;;;Rio2016 VolleyBall ;
2253717;tag_user pega o secador mermã que o negócio tá tenso! hashtag hashtag;;deborahbinhote;-1;21/08/2016 17:53;iPhone;;;voleibol Rio2016 ;ThaynaraOG 
2248098;não guento hashtag hashtag url;;pretaadvir;-1;21/08/2016 17:45;iPhone;;;Voleibol Rio2016 ;
2246557;"quando falam ""bloqueio"" lembro de tudo o que me impede de ter sucesso na vida. obrigada, hashtag pelas reflexões.";;anasama;-1;21/08/2016 17:42;iPhone;;;Rio2016 ;
2245963;zeitsev com aquele olhar de derrota. eu já vi isso na cara das americas em londres. hashtag hashtag hashtag hashtag hashtag;;Jacklizeu;-1;21/08/2016 17:41;Android;;;Voleibol TimeBrasil RumoAoOuro EuAcredito Rio2016 ;
2237567;eu sou o bernardinho na vida! corro de um lado p o outro gritando e fazendo aloca! hashtag hashtag hashtag;;Shanagkz;-1;21/08/2016 17:28;iPhone;;;Rio2016 Voleibol LoveRio ;
2234147;.tag_user coração saiu do peito e tá na boca! tô no chão e hashtag nesse jogo hashtag no hashtag url;;anotherfurby;-1;21/08/2016 17:26;iPhone;;;GritandoComoOTécnico PossoMais Rio2016 ;VisaBR 
2223513;acaba não url;;_triicolor;-1;21/08/2016 17:08;Android;;;;
2221649;quem viu? no jogo de vôlei chamaram guga de labrador. chamaram de cachorro?!?? hashtag hashtag hashtag hashtag;;Fla_life;-1;21/08/2016 17:04;Android;;;rio2016 RioOlympics SomosTodosOlimpicos SomosTodosBrasil ;
2214719;hashtag com apenas um set até agora e já estou respirando com a ajuda de aparelhos! hashtag hashtag;;luizfelipebeca;-1;21/08/2016 16:48;Android;;;Voleibol BRA Rio2016 ;
2214626;fora temer toda hora sendo filmando hashtag kkkk;;gisachapot;-1;21/08/2016 16:48;Android;;;Rio2016 ;
2210766;ficou difícil torcer pro brasil depois desse close url;;gabrielito_o;-1;21/08/2016 16:42;Android;;;;
2210296;eu disfarçando meus erros url;;jeffersoonfs;-1;21/08/2016 16:41;Twitter Web Client;;;;
2202565;que começo de jogo feio! hashtag hashtag;;FeFJhones;-1;21/08/2016 16:24;Android;;;Rio2016 Voleibol ;
2197856;vai começar! ???? vamos sofrer mais um pouquinho hashtag x hashtag hashtag hashtag hashtag;;dany_oliveiravc;-1;21/08/2016 16:13;Android;;;Bra Ita Voleibol Final Rio2016 ;
2197799;tag_user começou... haja sofrencia... e não tem como não lembrar de ti! hashtag hashtag hashtag hashtag;;AlineBranquinh3;-1;21/08/2016 16:13;Android;;;volei bruninho IssoEOuro Rio2016 ;euludmilaog 
2193337;enquanto nós despedimos das olimpíadas as lembranças ficam. hashtag url;;brunolomeu;-1;21/08/2016 15:51;Instagram;;;rio2016 ;
2191798;eu já tô morrendo! hashtag hashtag x hashtag hashtag;;PriscilaTr27;-1;21/08/2016 15:37;iPhone;;;Rio2016 BRA ITA Voleibol ;
2189705;já estou nervosa, com dor de barriga hashtag hashtag;;LuRussa;-1;21/08/2016 15:17;iPhone;;;voleibol Rio2016 ;
2179694;chupa tiago iork! hashtag hashtag ??olha eles! bruna marquezine comemora juntinho de neymar o ouro do brasil url;;JanayBand;-1;21/08/2016 13:35;iPhone;;;Futebol Rio2016 ;
2149788;a rússia ganhou menos a indiferença nessas olimpíadas, né? hashtag;;murilo_nunes;-1;21/08/2016 01:29;iPhone;;;Rio2016 ;
2134270;brasil é 13°hashtag e 6-6-6 hashtag no quadro de medalhas hashtag hashtag url;;juliogomess;-1;21/08/2016 00:41;Twitter Web Client;;;ForaPT Besta Rio2016 BRA ;
2098788;e chorou o menino galvão hashtag hashtag;;capivaramaneira;-1;20/08/2016 23:54;Android;;;Futebol Rio2016 ;
2092547;agora eu choro hashtag hashtag;;geortiz_;-1;20/08/2016 23:49;Android;;;ouro Rio2016 ;
2089389;chora na cama que é lugar quente, migo!!! url;;vinioaraujo;-1;20/08/2016 23:47;Android;;;;
2086660;sério isso gente??? pqp!! url;;felipecsanttos;-1;20/08/2016 23:44;Android;;;;
2080770;é quase contagiante essa tristeza da alemanha. fala sério?! hashtag;;leaaffonso;-1;20/08/2016 23:40;iPhone;;;;
2072708;qnd o brasil fez o gol meu cachorro teve um treco cmg hashtag hashtag hashtag ??;;isabelabtl;-1;20/08/2016 23:35;iPhone;;;BRA ouro Rio2016 ;
2036538;hashtag aqui na nossa casa não!! hashtag hashtag hashtag;;quinoneztorres;-1;20/08/2016 23:19;Android;;;ChupaAlemanha Bra Rio2016 Futebol ;
2034421;ok é hashtag mas  nao podemos deixar acontecer algo parecido com o 7x1. é tipo, olhar pro temer sem esquecer a dilma saca? hashtag hashtag hashtag;;AnnyFrancis;-1;20/08/2016 23:19;iPhone;;;ouro futebol bra Rio2016 ;
2032650;ai gente que dó dos alemães, preciso abraçá-los hashtag hashtag hashtag;;AlieCorpete;-1;20/08/2016 23:18;Twitter Web Client;;;ger futebol Rio2016 ;
2018989;rt tag_user neyma se eu ja te critiquei desculpa pelo vacilo hashtag hashtag;;emiidesa;-1;20/08/2016 23:11;iPhone;;;Futebol Rio2016 ;falarafha 
2017800;pepê (ou nenêm?) chora estirada no gramado. hashtag hashtag hashtag;;celsodossi;-1;20/08/2016 23:11;Twitter Web Client;;;Futebol Rio2016 LoveRio ;
2007253;se fosse luta olímpica, a alemanha perderia a partida na prorrogação, punida por passividade. hashtag @;;marinhos;-1;20/08/2016 23:02;iPad;;;Rio2016 ;
2004876;ai..que sufoco.. url;;BereniceVieira9;-1;20/08/2016 23:00;Android;;;;
2002663;rt tag_user agora sim, morri. pênalte é loteria, vamos ver quem tem mais sorte. hashtag hashtag;;JuliiiaSantoos;-1;20/08/2016 22:59;Android;;;Rio2016naESPN Rio2016 ;Lorazepamm 
2001534;juiz bundou de expulsar o gabriel jesus porque o jogo é no brasil... feio demais hashtag;;pedrocassaro;-1;20/08/2016 22:58;iPhone;;;Rio2016 ;
1999774;nós brasileiros ja sofremos hashtag hashtag hashtag;;flawless_cl;-1;20/08/2016 22:56;Android;;;Bra Futebol Rio2016 ;
1997931;rt tag_user penalte naooo!!!! hashtag x hashtag hashtag hashtag url;;Walker_Huayra;-1;20/08/2016 22:53;Windows;;;BRA GER Futebol rio2016 ;LucianoAmaral 
1992636;já falei que ganhar da alemanha na hashtag é igual chifrudo querer descontar com mulher feia! url;;manosneto;-1;20/08/2016 22:45;Android;;;Rio2016 ;
1989297;vexame! vergonha! ridículo! url;;DanFontanelli;-1;20/08/2016 22:25;iPhone;;;;
1986636;canta faroeste caboclo mas não canta campeão voltou!! hashtag hashtag;;nelson_1jr;-1;20/08/2016 22:16;Android;;;Futebol Rio2016 ;
1983218;rt tag_user estou em coma. hashtag hashtag;;lilieduarda_;-1;20/08/2016 22:10;Android;;;Futebol Rio2016 ;naosejavagaba 
1980580;a preocupação não é nem perder e sim perdee de 7x1 kkkkkkkkkk url;;_juhloureiro;-1;20/08/2016 22:07;Android;;;;
1980144;"olha o bolt olha o bolt!!!!!!!!!!!"" bolt tá puto. até nisso representa. hashtag hashtag";;ZAMENZA;-1;20/08/2016 22:06;Twitter Web Client;;;Futebol Rio2016 ;
1973192;deus! faz alguma coisa acontecer. de novo não! hashtag hashtag hashtag;;hiagocps;-1;20/08/2016 21:56;Twitter Web Client;;;BRA Futebol Rio2016 ;
1971065;toca a bola gabriel seu maldito! quer se consagrar, pqp... hashtag;;jp_frazao;-1;20/08/2016 21:53;TweetDeck;;;Rio2016 ;
1970591;"otempo: ""hashtag só não pode apavorar com esse empate"", glaucopassos hashtag hashtag hashtag";;cleuberdacunha;-1;20/08/2016 21:53;IFTTT;;;Bra Futebol Rio2016 Especialista ;
1968897;rt tag_user galvão bueno já está com voz desanimada. hashtag hashtag hashtag hashtag x hashtag;;Juninho_2;-1;20/08/2016 21:51;MetroTwit;;;Oremos Rio2016 futebol bra ger ;L_Dornelles 
1966247;os entendidos de futebol me expliquem o porque do brasil não tocar a bola, por favor! qrem decidir td na individulidade. hashtag hashtag hashtag;;luisfernando80;-1;20/08/2016 21:48;Android;;;Bra Rio2016 Futbol ;
1962203;começou o suplício hashtag hashtag hashtag;;Mikalins;-1;20/08/2016 21:45;iPhone;;;BRA GER Rio2016 ;
1958955;a torcida poderia inventar outra musica né, vai imitar os europa agora hashtag hashtag;;momarquinho;-1;20/08/2016 21:38;Twitter Web Client;;;Bra Rio2016 ;
1951855;credo hashtag kkkkkkkkkkkkkkkkkkkkkkkkkkkk url;;ana_julia211;-1;20/08/2016 21:25;Twitter Web Client;;;FUTEBOL ;
1950926;"rt tag_user ""eu estou aqui, disse neymar. ele fez questão de dizer que no 7 a 1 ele não estava"". pronto, começou a me dar preguiça. hashtag";;mathwashere;-1;20/08/2016 21:24;Android;;;Rio2016 Futebol ;lilloalves 
1948825;nojinho url;;unicornsterek;-1;20/08/2016 21:21;Android;;;;
1948204;rt tag_user se o brasil ganhar, neymar vai mandar a gente chupar um canavial de rolas por ter enaltecido a marta. hashtag hashtag ;;gabiih_moreiira;-1;20/08/2016 21:20;Android;;;Rio2016 LoveRio Futebol ;MViniciusSouza1 
1947498;isso sim é rivalidade hashtag hashtag hashtag hashtag hashtag url;;maxferreira;-1;20/08/2016 21:19;Instagram;;;cro srb swimmingpolo rio2016 olympics ;
1940209;teu cu url;;Roberthav;-1;20/08/2016 21:12;iPhone;;;;
1934226;rt tag_user sera que é só euque to doido p ver alemanha ganhar de 7x1 de novo? de novo não x de novo sim hashtag url ;;ei_milla;-1;20/08/2016 21:06;Android;;;Rio2016 ;IgorSandro2 
1924693;os comentários do ronaldo, o fofômeno são dispensáveis. galvao, cala a boca. hashtag;;dom_dody;-1;20/08/2016 20:59;iPhone;;;rio2016 ;
1920442;menino ney apanha mais que o homem aranha hashtag hashtag url;;MarcusRamone;-1;20/08/2016 20:56;Twitter Web Client;;;futebol rio2016 ;
1920077;cadê alemanha ou 7a1 que o galvão fala é uma trancada no cu do brasileiro...????? hashtag hashtag hashtag hashtag hashtag hashtag;;andrey_martinss;-1;20/08/2016 20:55;Android;;;IssoEOuro Rio2016 Bra JogosOlimpicos Futebol Bolt ;
1914852;nao empurra ele nao! hashtag hashtag hashtag hashtag;;leeos_;-1;20/08/2016 20:46;Twitter Web Client;;;bra Olympics Futebol Rio2016 ;
1909625;"rt tag_user ""não tem nada a ver com o 7x1... lá vem a alemanha... segura eles... de novo não!"" (galvão) hashtag";;ttakemeout;-1;20/08/2016 20:36;Android;;;Rio2016 ;obassetazul 
1909561;primeira vez infelizmente, começou nessas olímpiadas url;;naoestive;-1;20/08/2016 20:36;Android;;;;
1907890;"rt tag_user num lance perigoso contra o brasil, ouço o desespero na frase ""de novo, não!"" galvão sou eu sim ou sim hashtag hashtag ";;marcinhoreus;-1;20/08/2016 20:34;iPhone;;;Futebol Rio2016 BRA ;icicestparri 
1907357;vai dar ruim. hashtag hashtag hashtag;;IagoOliveiraL;-1;20/08/2016 20:33;Android;;;Futebol Rio2016 BRA ;
1899973;esse jogo vai ser mais um teste psicológico do que um jogo hashtag hashtag ??;;vholiveira_jr;-1;20/08/2016 20:23;iPhone;;;Rio2016 agoraéBRA ;
1890225;os hashtag estão acabando e eu tô bem triste. hashtag;;MayaraMah;-1;20/08/2016 19:21;Android;;;JogosOlimpicos Rio2016 ;
1888777;o que tem de bonito tem de mau caráter (ou é ainda mais mau caráter) url;;carmo_pgc;-1;20/08/2016 19:03;Twitter Web Client;;;;
1887478;sabia que a seleção feminina da frança não tem nem metade do prestígio que a masculina tem? nem prestígio nem apoio hashtag hashtag;;dois_min;-1;20/08/2016 18:44;Twitter Web Client;;;Handebol Rio2016 ;
1884785;sobre o jogo daqui a pouco: eu não quero saber quem morreu, eu quero é chorar hashtag x hashtag hashtag que venham os memes;;ninavalle;-1;20/08/2016 18:10;Android;;;Bra Alemanha Rio2016 ;
1873892;aqui não neném url;;_twoloves;-1;20/08/2016 15:39;Android;;;;
1873682;é hoje ... hashtag x hashtag ! pqp, ja to tensa hashtag hashtag;;rafaelalais_25;-1;20/08/2016 15:37;iPhone;;;BRA GER Rio2016 futebol ;
1867085;quem essas espanholas pensam que são pra chegar aqui e sambar na nossa cara, ao som de carlinhos brown? hashtag hashtag;;DanMiura;-1;20/08/2016 14:02;Android;;;GinasticaRitmica Rio2016 ;
1858497;falo nada url;;patypromo;-1;20/08/2016 03:12;Android;;;;
1848739;rt tag_user chupa vodka aqui é caipirinha hashtag hashtag hashtag;;AlineBacharel;-1;20/08/2016 02:47;Twitter Web Client;;;Voleibol BRA Rio2016 ;felipemassad 
1841767;o phelps é outro nível,  nao é como aqueles lixos humanosque mentiram, depredaram tudo e inventaram um assalto aqui. hashtag hashtag;;Fla120AnosNaA;-1;20/08/2016 02:41;Twitter Web Client;;;Rio2016 LoveRio ;
1839254;que ponto foi esse ahahahahahya rússia perdida demais kk hashtag hashtag hashtag;;Leo_Balmant;-1;20/08/2016 02:37;Android;;;Voleibol BRA Rio2016 ;
1832284;queria tanto tá escalada pra esta trabalhando hoje.. assistir de casa é mt ruim kkkkkk hashtag hashtag;;carolinabraba;-1;20/08/2016 02:10;Android;;;Rio2016 volleyball ;
1829018;para um bom entendedor, 2 letras bastam hashtag hashtag @ casa da dinamarca url;;earthtolary;-1;20/08/2016 01:55;Instagram;{'coordinates': [-22.98611812, -43.21431501], 'type': 'Point'};{'coordinates': [-43.21431501, -22.98611812], 'type': 'Point'};foratemer rio2016 ;
1822856;porra lucareliiiii hashtag hashtag hashtag;;douglasfonseca;-1;20/08/2016 01:30;Android;;;Rio2016 VOLEIBOL BRA ;
1820796;vai começar a bagaceira! tag_user hashtag hashtag hashtag;;GrootBrasileiro;-1;20/08/2016 01:15;iPhone;;;olimpidas Olympics2016 Rio2016 ;volei 
1819903;vai começar o desespero. hashtag hashtag;;BrunaLugatti;-1;20/08/2016 01:07;TweetDeck;;;Vôlei Rio2016 ;
1802168;hashtag brasil está fora da final da ginástica rítmica no individual. url url;;jornalextra;-1;19/08/2016 20:19;TweetDeck;;;Rio2016 ;
1799131;tapa com luva de pelica! url;;RafaXango;-1;19/08/2016 19:43;Android;;;;
1795719;rt tag_user hashtag hashtag não é pra fracos. tem que ser uma grande mulher pra dar conta . hashtag hashtag url;;mivagodet;-1;19/08/2016 19:00;Android;;;ForaTemer Brasil Rio2016 BRA ;vivi_naves 
1795618;quem calou quem? hashtag hashtag url;;_LariFranca;-1;19/08/2016 18:59;Android;;;Rio2016 Voleibol ;
1793324;mas pelo jeitão de andar achei que todos estavam se cagando mesmo... mais detalhes nos comentários! hashtag url;;ricardoacj;-1;19/08/2016 18:38;Facebook;;;Rio2016 ;
1791479;os comentaristas da band torcendo descaradamente para a itália hashtag hashtag;;thayanabanana;-1;19/08/2016 18:26;Windows;;;VoleiMasculino Rio2016 ;
1790958;desistir de vcs? jamais! ?? hashtag hashtag url;;karol_899;-1;19/08/2016 18:22;Android;;;Bra Futebol ;
1783165;não deu! hashtag perde para o hashtag e fica sem o hashtag no hashtag veja como foi: url url;;EstadaoEsporte;-1;19/08/2016 17:50;Twitter Web Client;;;Bra Can bronze Rio2016 ;
1779981;vergonhaaa dos governantes desse país url;;_Karines22;-1;19/08/2016 17:28;iPhone;;;;
1777256;marta recebeu o segundo amarelo da seleção brasileira. o primeiro foi para cristiane. hashtag hashtag;;FolhaPEesportes;-1;19/08/2016 17:07;Twitter Web Client;;;Rio2016 Futebol ;
